"class","manufacturer","model","displ","cyl","trans","drv","cty","hwy","fl","G","T","S","twodoor.p","twodoor.l","fourdoor.p","fourdoor.l","hatch.p","hatch.l","eng.dscr","trans.dscr","year","vpc","bidx","x5c","eng.dscr.1","eng.dscr.2"
"subcompact cars","bmw","m6",5,10,"manual(m6)","r",11,17,"p",TRUE,FALSE,FALSE,NA,NA,82,13,NA,NA," ","",2008,4,51,"derived",NA,NA
"subcompact cars","bmw","m6",5,10,"auto(s7)","r",11,17,"p",TRUE,FALSE,FALSE,NA,NA,82,13,NA,NA,"smg trans","6mode clkup ",2008,4,50,"derived",NA,NA
"subcompact cars","bmw","m6 convertible",5,10,"manual(m6)","r",11,17,"p",TRUE,FALSE,FALSE,NA,NA,82,11,NA,NA," ","",2008,4,51,"derived",NA,NA
"subcompact cars","bmw","m6 convertible",5,10,"auto(s7)","r",11,17,"p",TRUE,FALSE,FALSE,NA,NA,82,11,NA,NA,"smg trans","6mode clkup ",2008,4,50,"derived",NA,NA
"subcompact cars","chevrolet","aveo 5",1.6,4,"auto(a4)","f",23,32,"r",FALSE,FALSE,FALSE,NA,NA,91,7,NA,NA," ","ems ",2008,NA,2,"derived",NA,NA
"subcompact cars","chevrolet","aveo 5",1.6,4,"manual(m5)","f",24,34,"r",FALSE,FALSE,FALSE,NA,NA,91,7,NA,NA," ","ems ",2008,NA,2,"derived",NA,NA
"subcompact cars","chevrolet","cobalt",2.4,4,"manual(m5)","f",22,32,"p",FALSE,FALSE,FALSE,83,14,86,14,NA,NA," ","",2008,4,60,"derived",NA,NA
"subcompact cars","chevrolet","cobalt",2.2,4,"auto(l4)","f",22,31,"r",FALSE,FALSE,FALSE,83,14,86,14,NA,NA," ","clkup ",2008,4,57,"derived",NA,NA
"subcompact cars","chevrolet","cobalt",2.2,4,"manual(m5)","f",24,33,"r",FALSE,FALSE,FALSE,83,14,86,14,NA,NA," ","sil ",2008,4,58,"derived",NA,NA
"subcompact cars","chevrolet","cobalt",2.4,4,"auto(l4)","f",22,31,"p",FALSE,FALSE,FALSE,83,14,86,14,NA,NA," ","clkup ",2008,4,59,"derived",NA,NA
"subcompact cars","chrysler","sebring convertible",2.7,6,"auto(l4)","f",13,19,"e",FALSE,FALSE,FALSE,NA,NA,88,11,NA,NA,"e85 250","",2008,4,860,"derived",NA,NA
"subcompact cars","chrysler","sebring convertible",3.5,6,"auto(l6)","f",16,26,"r",FALSE,FALSE,FALSE,NA,NA,88,11,NA,NA," ","cmode ",2008,4,864,"derived",NA,NA
"subcompact cars","chrysler","sebring convertible",2.7,6,"auto(l4)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,88,11,NA,NA," ","",2008,4,959,"derived",NA,NA
"subcompact cars","chrysler","sebring convertible",2.7,6,"auto(l4)","f",18,26,"r",FALSE,FALSE,FALSE,NA,NA,88,11,NA,NA,"gas 350","",2008,4,859,"derived",NA,NA
"subcompact cars","chrysler","sebring convertible",2.4,4,"auto(l4)","f",20,29,"r",FALSE,FALSE,FALSE,NA,NA,88,11,NA,NA," ","cmode ",2008,4,855,"derived",NA,NA
"subcompact cars","ford","mustang",4,6,"auto(l5)","r",16,24,"r",FALSE,FALSE,FALSE,85,13,NA,NA,NA,NA," ","clkup ",2008,2,100,"derived",NA,NA
"subcompact cars","ford","mustang",4,6,"manual(m5)","r",17,26,"r",FALSE,FALSE,FALSE,85,13,NA,NA,NA,NA," ","",2008,2,101,"derived",NA,NA
"subcompact cars","ford","mustang",4.6,8,"auto(l5)","r",15,22,"r",FALSE,FALSE,FALSE,85,13,NA,NA,NA,NA," ","clkup ",2008,3,104,"derived",NA,NA
"subcompact cars","ford","mustang",4.6,8,"manual(m5)","r",15,23,"r",FALSE,FALSE,FALSE,85,13,NA,NA,NA,NA," ","",2008,3,106,"derived",NA,NA
"subcompact cars","ford","mustang",5.4,8,"manual(m6)","r",14,20,"p",TRUE,FALSE,TRUE,85,13,NA,NA,NA,NA," ","sil ",2008,3,108,"derived",NA,NA
"subcompact cars","honda","civic",1.8,4,"auto(l5)","f",25,36,"r",FALSE,FALSE,FALSE,84,12,91,12,NA,NA," ","clkup ",2008,4,4,"derived",NA,NA
"subcompact cars","honda","civic",1.8,4,"manual(m5)","f",26,34,"r",FALSE,FALSE,FALSE,84,12,91,12,NA,NA," ","",2008,4,4,"derived",NA,NA
"subcompact cars","honda","civic",2,4,"manual(m6)","f",21,29,"p",FALSE,FALSE,FALSE,84,12,91,12,NA,NA," ","",2008,4,5,"5-cycle",NA,NA
"subcompact cars","honda","civic",1.8,4,"auto(l5)","f",24,36,"c",FALSE,FALSE,FALSE,NA,NA,91,6,NA,NA,"rng=170","clkup ",2008,4,3,"derived",NA,NA
"subcompact cars","hyundai","tiburon",2,4,"auto(l4)","f",20,27,"r",FALSE,FALSE,FALSE,81,15,NA,NA,NA,NA," ","2mode clkup ",2008,4,18,"derived",NA,NA
"subcompact cars","hyundai","tiburon",2,4,"manual(m5)","f",20,28,"r",FALSE,FALSE,FALSE,81,15,NA,NA,NA,NA," ","",2008,4,18,"derived",NA,NA
"subcompact cars","hyundai","tiburon",2.7,6,"auto(l4)","f",17,24,"r",FALSE,FALSE,FALSE,81,15,NA,NA,NA,NA," ","2mode clkup ",2008,4,19,"derived",NA,NA
"subcompact cars","hyundai","tiburon",2.7,6,"manual(m5)","f",17,24,"r",FALSE,FALSE,FALSE,81,15,NA,NA,NA,NA," ","",2008,4,19,"derived",NA,NA
"subcompact cars","hyundai","tiburon",2.7,6,"manual(m6)","f",16,24,"r",FALSE,FALSE,FALSE,81,15,NA,NA,NA,NA," ","",2008,4,19,"derived",NA,NA
"subcompact cars","infiniti","g37 coupe",3.7,6,"manual(m6)","r",17,26,"p",FALSE,FALSE,FALSE,85,7,NA,NA,NA,NA," ","",2008,4,51,"derived",NA,NA
"subcompact cars","infiniti","g37 coupe",3.7,6,"auto(s5)","r",18,24,"p",FALSE,FALSE,FALSE,85,7,NA,NA,NA,NA," ","clkup ",2008,4,51,"derived",NA,NA
"subcompact cars","lexus","is 250",2.5,6,"manual(m6)","r",18,26,"p",FALSE,FALSE,FALSE,NA,NA,88,11,NA,NA," ","",2008,4,11,"derived",NA,NA
"subcompact cars","lexus","is 250",2.5,6,"auto(s6)","r",21,29,"p",FALSE,FALSE,FALSE,NA,NA,88,11,NA,NA," ","2mode clkup ",2008,4,11,"derived",NA,NA
"subcompact cars","lexus","is 250 awd",2.5,6,"auto(s6)","4",20,26,"p",FALSE,FALSE,FALSE,NA,NA,88,11,NA,NA," ","2mode clkup ",2008,4,11,"derived",NA,NA
"subcompact cars","lexus","is 350",3.5,6,"auto(s6)","r",18,25,"p",FALSE,FALSE,FALSE,NA,NA,88,11,NA,NA," ","2mode clkup ",2008,4,12,"derived",NA,NA
"subcompact cars","maserati","maserati granturismo",4.2,8,"auto(a6)","r",13,19,"p",TRUE,FALSE,FALSE,86,6,NA,NA,NA,NA," ","3mode clkup fw",2008,4,1,"derived",NA,NA
"subcompact cars","mazda","mazda rx-8",1.3,2,"manual(m6)","r",16,22,"p",FALSE,FALSE,FALSE,NA,NA,89,8,NA,NA," ","",2008,0,9,"derived",NA,NA
"subcompact cars","mazda","mazda rx-8",1.3,2,"auto(s6)","r",16,23,"p",FALSE,FALSE,FALSE,NA,NA,89,8,NA,NA," ","dc/fw",2008,0,9,"derived",NA,NA
"subcompact cars","mercedes-benz","clk350",3.5,6,"auto(l7)","r",17,25,"p",FALSE,FALSE,FALSE,82,10,NA,NA,NA,NA," ","ems 2mode clkup",2008,4,14,"derived",NA,NA
"subcompact cars","mercedes-benz","clk350 (cabriolet)",3.5,6,"auto(l7)","r",17,25,"p",FALSE,FALSE,FALSE,81,9,NA,NA,NA,NA," ","ems 2mode clkup",2008,4,13,"derived",NA,NA
"subcompact cars","mercedes-benz","clk550",5.5,8,"auto(l7)","r",15,22,"p",TRUE,FALSE,FALSE,82,10,NA,NA,NA,NA," ","ems 2mode clkup",2008,4,53,"derived",NA,NA
"subcompact cars","mercedes-benz","clk550 (cabriolet)",5.5,8,"auto(l7)","r",15,21,"p",TRUE,FALSE,FALSE,81,9,NA,NA,NA,NA," ","ems 2mode clkup",2008,4,52,"derived",NA,NA
"subcompact cars","mercedes-benz","clk63 amg",6.2,8,"auto(s7)","r",12,19,"p",TRUE,FALSE,FALSE,82,10,NA,NA,NA,NA," ","ems 2mode clkup",2008,4,18,"derived",NA,NA
"subcompact cars","mercedes-benz","clk63 amg (cabriolet)",6.2,8,"auto(s7)","r",12,18,"p",TRUE,FALSE,FALSE,81,9,NA,NA,NA,NA," ","ems 2mode clkup",2008,4,19,"derived",NA,NA
"subcompact cars","mini","mini clubman",1.6,4,"manual(m6)","f",28,37,"p",FALSE,FALSE,FALSE,NA,NA,80,17,NA,NA," ","",2008,4,12,"derived",NA,NA
"subcompact cars","mini","mini clubman",1.6,4,"auto(s6)","f",26,34,"p",FALSE,FALSE,FALSE,NA,NA,80,17,NA,NA," ","3mode clkup ",2008,4,12,"derived",NA,NA
"subcompact cars","mini","mini clubman s",1.6,4,"manual(m6)","f",26,34,"p",FALSE,TRUE,FALSE,NA,NA,80,17,NA,NA," ","",2008,4,14,"derived",NA,NA
"subcompact cars","mini","mini clubman s",1.6,4,"auto(s6)","f",23,32,"p",FALSE,TRUE,FALSE,NA,NA,80,17,NA,NA," ","3mode clkup ",2008,4,14,"derived",NA,NA
"subcompact cars","mitsubishi","eclipse",2.4,4,"manual(m5)","f",20,28,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,82,16,"sohc","",2008,4,21,"derived",NA,NA
"subcompact cars","mitsubishi","eclipse",2.4,4,"auto(s4)","f",20,26,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,82,16,"sohc","2mode clkup ",2008,4,21,"derived",NA,NA
"subcompact cars","mitsubishi","eclipse",3.8,6,"manual(m6)","f",16,25,"p",FALSE,FALSE,FALSE,NA,NA,NA,NA,82,16,"sohc","",2008,4,22,"derived",NA,NA
"subcompact cars","mitsubishi","eclipse",3.8,6,"auto(s5)","f",17,25,"p",FALSE,FALSE,FALSE,NA,NA,NA,NA,82,16,"sohc","2mode clkup ",2008,4,22,"derived",NA,NA
"subcompact cars","nissan","altima coupe",2.5,4,"auto(av)","f",23,31,"r",FALSE,FALSE,FALSE,89,8,NA,NA,NA,NA," ","vmode clkup ",2008,4,23,"derived",NA,NA
"subcompact cars","nissan","altima coupe",2.5,4,"manual(m6)","f",23,32,"r",FALSE,FALSE,FALSE,89,8,NA,NA,NA,NA," ","",2008,4,23,"derived",NA,NA
"subcompact cars","nissan","altima coupe",3.5,6,"auto(av)","f",19,26,"p",FALSE,FALSE,FALSE,89,8,NA,NA,NA,NA," ","vmode clkup ",2008,4,41,"derived",NA,NA
"subcompact cars","nissan","altima coupe",3.5,6,"manual(m6)","f",19,27,"p",FALSE,FALSE,FALSE,89,8,NA,NA,NA,NA," ","",2008,4,41,"derived",NA,NA
"subcompact cars","pontiac","g5/pursuit",2.4,4,"manual(m5)","f",22,32,"p",FALSE,FALSE,FALSE,83,14,86,14,NA,NA," ","",2008,4,60,"derived",NA,NA
"subcompact cars","pontiac","g5/pursuit",2.2,4,"auto(l4)","f",22,31,"r",FALSE,FALSE,FALSE,83,14,86,14,NA,NA," ","clkup ",2008,4,57,"derived",NA,NA
"subcompact cars","pontiac","g5/pursuit",2.2,4,"manual(m5)","f",24,33,"r",FALSE,FALSE,FALSE,83,14,86,14,NA,NA," ","sil ",2008,4,58,"derived",NA,NA
"subcompact cars","pontiac","g5/pursuit",2.4,4,"auto(l4)","f",22,31,"p",FALSE,FALSE,FALSE,83,14,86,14,NA,NA," ","clkup ",2008,4,59,"derived",NA,NA
"subcompact cars","roush performance","roush stage3 mustang",4.6,8,"manual(m5)","r",15,20,"p",TRUE,FALSE,TRUE,85,13,NA,NA,NA,NA," ","ems ",2008,3,1,"derived",NA,NA
"subcompact cars","roush performance","roush stage3 mustang",4.6,8,"auto(l5)","r",14,20,"p",TRUE,FALSE,TRUE,85,13,NA,NA,NA,NA," ","ems ",2008,3,3,"derived",NA,NA
"subcompact cars","saab","9-3 convertible",2.8,6,"manual(m6)","f",16,26,"p",FALSE,TRUE,FALSE,82,12,NA,NA,NA,NA," ","",2008,4,74,"derived",NA,NA
"subcompact cars","saab","9-3 convertible",2,4,"manual(m6)","f",18,27,"p",FALSE,TRUE,FALSE,82,12,NA,NA,NA,NA," ","",2008,4,76,"derived",NA,NA
"subcompact cars","saab","9-3 convertible",2.8,6,"auto(s6)","f",15,24,"p",FALSE,TRUE,FALSE,82,12,NA,NA,NA,NA," ","2mode clkup ",2008,4,73,"derived",NA,NA
"subcompact cars","saab","9-3 convertible",2,4,"auto(s5)","f",18,24,"p",FALSE,TRUE,FALSE,82,12,NA,NA,NA,NA," ","2mode clkup ",2008,4,77,"derived",NA,NA
"subcompact cars","saleen performance","saleen s281 family",5,8,"manual(m6)","r",12,18,"p",TRUE,FALSE,TRUE,85,13,NA,NA,NA,NA," ","",2008,3,2,"derived",NA,NA
"subcompact cars","saleen performance","saleen s281 family",5,8,"manual(m6)","r",12,18,"p",TRUE,FALSE,TRUE,85,13,NA,NA,NA,NA," ","",2008,3,3,"derived",NA,NA
"subcompact cars","toyota","scion tc",2.4,4,"auto(l4)","f",21,29,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,85,13," ","clkup ",2008,4,5,"derived",NA,NA
"subcompact cars","toyota","scion tc",2.4,4,"manual(m5)","f",20,27,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,85,13," ","",2008,4,5,"derived",NA,NA
"subcompact cars","toyota","scion xd",1.8,4,"auto(l4)","f",26,32,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,84,11," ","clkup ",2008,4,4,"derived",NA,NA
"subcompact cars","toyota","scion xd",1.8,4,"manual(m5)","f",27,33,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,84,11," ","",2008,4,4,"derived",NA,NA
"subcompact cars","toyota","yaris",1.5,4,"auto(l4)","f",29,35,"r",FALSE,FALSE,FALSE,NA,NA,87,13,85,13," ","clkup ",2008,4,1,"derived",NA,NA
"subcompact cars","toyota","yaris",1.5,4,"manual(m5)","f",29,36,"r",FALSE,FALSE,FALSE,NA,NA,87,13,85,13," ","",2008,4,1,"derived",NA,NA
"subcompact cars","volkswagen","eos",2,4,"auto(s6)","f",21,30,"p",FALSE,TRUE,FALSE,77,11,NA,NA,NA,NA," ","3mode ",2008,4,5,"derived",NA,NA
"subcompact cars","volkswagen","eos",2,4,"manual(m6)","f",21,29,"p",FALSE,TRUE,FALSE,77,11,NA,NA,NA,NA," ","",2008,4,2,"derived",NA,NA
"subcompact cars","volkswagen","eos",3.2,6,"auto(s6)","f",19,26,"p",FALSE,FALSE,FALSE,77,11,NA,NA,NA,NA," ","3mode ",2008,4,7,"derived",NA,NA
"subcompact cars","volkswagen","new beetle",2.5,5,"manual(m5)","f",20,28,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,85,12," ","",2008,4,17,"derived",NA,NA
"subcompact cars","volkswagen","new beetle",2.5,5,"auto(s6)","f",20,29,"r",FALSE,FALSE,FALSE,NA,NA,NA,NA,85,12," ","3mode clkup ",2008,4,17,"derived",NA,NA
"subcompact cars","volvo","c70 convertible",2.5,5,"manual(m6)","f",18,27,"p",FALSE,TRUE,FALSE,84,13,NA,NA,NA,NA," ","",2008,4,3,"derived",NA,NA
"subcompact cars","volvo","c70 convertible",2.5,5,"auto(s5)","f",18,26,"p",FALSE,TRUE,FALSE,84,13,NA,NA,NA,NA," ","2mode clkup ",2008,4,3,"derived",NA,NA
"compact cars","acura","tsx",2.4,4,"manual(m6)","f",19,28,"p",FALSE,FALSE,FALSE,NA,NA,91,13,NA,NA," ","",2008,4,9,"derived",NA,NA
"compact cars","acura","tsx",2.4,4,"auto(s5)","f",20,28,"p",FALSE,FALSE,FALSE,NA,NA,91,13,NA,NA," ","2mode clkup ",2008,4,9,"derived",NA,NA
"compact cars","audi","a4",2,4,"auto(av)","f",21,30,"p",FALSE,TRUE,FALSE,NA,NA,90,13,NA,NA," ","3mode ",2008,4,12,"derived",NA,NA
"compact cars","audi","a4",2,4,"manual(m6)","f",20,31,"p",FALSE,TRUE,FALSE,NA,NA,90,13,NA,NA," ","",2008,4,12,"derived",NA,NA
"compact cars","audi","a4",3.1,6,"auto(av)","f",18,27,"p",FALSE,FALSE,FALSE,NA,NA,90,13,NA,NA," ","3mode ",2008,4,22,"derived",NA,NA
"compact cars","audi","a4 quattro",2,4,"manual(m6)","4",20,28,"p",FALSE,TRUE,FALSE,NA,NA,90,13,NA,NA," ","",2008,4,12,"derived",NA,NA
"compact cars","audi","a4 quattro",2,4,"auto(s6)","4",19,27,"p",FALSE,TRUE,FALSE,NA,NA,90,13,NA,NA," ","3mode clkup ",2008,4,12,"derived",NA,NA
"compact cars","audi","a4 quattro",3.1,6,"manual(m6)","4",15,25,"p",FALSE,FALSE,FALSE,NA,NA,90,13,NA,NA," ","",2008,4,22,"derived",NA,NA
"compact cars","audi","a4 quattro",3.1,6,"auto(s6)","4",17,25,"p",FALSE,FALSE,FALSE,NA,NA,90,13,NA,NA," ","3mode clkup ",2008,4,22,"derived",NA,NA
"compact cars","audi","rs4",4.2,8,"manual(m6)","4",13,20,"p",TRUE,FALSE,FALSE,NA,NA,89,13,NA,NA," ","",2008,4,19,"derived",NA,NA
"compact cars","audi","s4",4.2,8,"manual(m6)","4",13,20,"p",TRUE,FALSE,FALSE,NA,NA,90,13,NA,NA," ","",2008,5,18,"derived",NA,NA
"compact cars","audi","s4",4.2,8,"auto(s6)","4",14,21,"p",TRUE,FALSE,FALSE,NA,NA,90,13,NA,NA," ","3mode clkup ",2008,5,18,"derived",NA,NA
"compact cars","bentley","azure",6.7,8,"auto(s6)","r",9,15,"p",TRUE,TRUE,FALSE,93,8,NA,NA,NA,NA," ","3mode clkup ",2008,4,22,"derived",NA,NA
"compact cars","bentley","continental gt",6,12,"auto(s6)","4",10,17,"p",TRUE,TRUE,FALSE,89,11,NA,NA,NA,NA," ","3mode clkup ",2008,4,26,"derived",NA,NA
"compact cars","bmw","328i",3,6,"manual(m6)","r",18,28,"p",FALSE,FALSE,FALSE,NA,NA,93,12,NA,NA," ","",2008,4,30,"derived",NA,NA
"compact cars","bmw","328i",3,6,"auto(s6)","r",19,28,"p",FALSE,FALSE,FALSE,NA,NA,93,12,NA,NA," ","3mode clkup ",2008,4,30,"derived",NA,NA
"compact cars","bmw","328xi",3,6,"manual(m6)","4",17,25,"p",FALSE,FALSE,FALSE,NA,NA,93,12,NA,NA," ","",2008,4,30,"derived",NA,NA
"compact cars","bmw","328xi",3,6,"auto(s6)","4",17,25,"p",FALSE,FALSE,FALSE,NA,NA,93,12,NA,NA," ","3mode clkup ",2008,4,30,"derived",NA,NA
"compact cars","bmw","335i",3,6,"manual(m6)","r",17,26,"p",FALSE,TRUE,FALSE,NA,NA,93,12,NA,NA," ","",2008,4,35,"derived",NA,NA
"compact cars","bmw","335i",3,6,"auto(s6)","r",17,26,"p",FALSE,TRUE,FALSE,NA,NA,93,12,NA,NA," ","3mode clkup ",2008,4,35,"derived",NA,NA
"compact cars","bmw","335xi",3,6,"manual(m6)","4",16,25,"p",FALSE,TRUE,FALSE,NA,NA,93,12,NA,NA," ","",2008,4,35,"derived",NA,NA
"compact cars","bmw","335xi",3,6,"auto(s6)","4",17,25,"p",FALSE,TRUE,FALSE,NA,NA,93,12,NA,NA," ","3mode clkup ",2008,4,35,"derived",NA,NA
"compact cars","chevrolet","aveo",1.6,4,"auto(a4)","f",23,32,"r",FALSE,FALSE,FALSE,NA,NA,91,12,NA,NA," ","ems ",2008,NA,2,"derived",NA,NA
"compact cars","chevrolet","aveo",1.6,4,"manual(m5)","f",24,34,"r",FALSE,FALSE,FALSE,NA,NA,91,12,NA,NA," ","ems ",2008,NA,2,"derived",NA,NA
"compact cars","chrysler","pt cruiser convertible",2.4,4,"auto(l4)","f",18,24,"p",FALSE,TRUE,FALSE,NA,NA,95,8,NA,NA," ","clkup ",2008,4,601,"derived",NA,NA
"compact cars","chrysler","pt cruiser convertible",2.4,4,"auto(l4)","f",19,24,"r",FALSE,FALSE,FALSE,NA,NA,95,8,NA,NA," ","clkup ",2008,4,600,"derived",NA,NA
"compact cars","chrysler","pt cruiser convertible",2.4,4,"manual(m5)","f",20,25,"p",FALSE,TRUE,FALSE,NA,NA,95,8,NA,NA," ","",2008,4,601,"derived",NA,NA
"compact cars","chrysler","pt cruiser convertible",2.4,4,"manual(m5)","f",21,26,"r",FALSE,FALSE,FALSE,NA,NA,95,8,NA,NA," ","",2008,4,600,"derived",NA,NA
"compact cars","ford","focus  fwd",2,4,"auto(l4)","f",24,33,"r",FALSE,FALSE,FALSE,93,14,93,14,NA,NA," ","clkup ",2008,4,125,"derived",NA,NA
"compact cars","ford","focus  fwd",2,4,"manual(m5)","f",24,35,"r",FALSE,FALSE,FALSE,93,14,93,14,NA,NA," ","sil ",2008,4,131,"derived",NA,NA
"compact cars","honda","accord 2dr coupe",2.4,4,"auto(l5)","f",21,30,"r",FALSE,FALSE,FALSE,93,12,NA,NA,NA,NA," ","clkup ",2008,4,8,"derived",NA,NA
"compact cars","honda","accord 2dr coupe",2.4,4,"manual(m5)","f",22,31,"r",FALSE,FALSE,FALSE,93,12,NA,NA,NA,NA," ","",2008,4,8,"derived",NA,NA
"compact cars","honda","accord 2dr coupe",3.5,6,"auto(l5)","f",19,28,"r",FALSE,FALSE,FALSE,93,12,NA,NA,NA,NA,"vcm","clkup ",2008,4,15,"derived",NA,NA
"compact cars","honda","accord 2dr coupe",3.5,6,"manual(m6)","f",17,25,"r",FALSE,FALSE,FALSE,93,12,NA,NA,NA,NA," ","",2008,4,13,"derived",NA,NA
"compact cars","honda","civic hybrid",1.3,4,"auto(av)","f",40,45,"r",FALSE,FALSE,FALSE,NA,NA,91,10,NA,NA,"hev","ems ",2008,2,2,"derived",NA,NA
"compact cars","hyundai","accent",1.6,4,"auto(l4)","f",24,33,"r",FALSE,FALSE,FALSE,NA,NA,92,12,92,16," ","clkup ",2008,4,15,"derived",NA,NA
"compact cars","hyundai","accent",1.6,4,"manual(m5)","f",27,32,"r",FALSE,FALSE,FALSE,NA,NA,92,12,92,16," ","",2008,4,15,"derived",NA,NA
"compact cars","jaguar","jaguar x-type",3,6,"auto(l5)","4",16,22,"p",FALSE,FALSE,FALSE,NA,NA,90,16,NA,NA," ","ems 2mode clkup",2008,4,402,"derived",NA,NA
"compact cars","kia","rio",1.6,4,"auto(l4)","f",25,35,"r",FALSE,FALSE,FALSE,NA,NA,92,12,92,16," ","clkup ",2008,4,12,"derived",NA,NA
"compact cars","kia","rio",1.6,4,"manual(m5)","f",27,32,"r",FALSE,FALSE,FALSE,NA,NA,92,12,92,16," ","",2008,4,12,"derived",NA,NA
"compact cars","lexus","gs 450h",3.5,6,"auto(s6)","r",22,25,"p",FALSE,FALSE,FALSE,NA,NA,98,8,NA,NA,"hev","vmode vlkup ",2008,4,13,"derived",NA,NA
"compact cars","mazda","mazda3",2,4,"manual(m5)","f",24,32,"r",FALSE,FALSE,FALSE,NA,NA,94,11,95,17," ","",2008,4,4,"derived",NA,NA
"compact cars","mazda","mazda3",2,4,"auto(s4)","f",23,31,"r",FALSE,FALSE,FALSE,NA,NA,94,11,95,17," ","dc/fw",2008,4,4,"derived",NA,NA
"compact cars","mazda","mazda3",2.3,4,"manual(m5)","f",22,29,"r",FALSE,FALSE,FALSE,NA,NA,94,11,95,17," ","",2008,4,5,"derived",NA,NA
"compact cars","mazda","mazda3",2.3,4,"auto(s5)","f",22,29,"r",FALSE,FALSE,FALSE,NA,NA,94,11,95,17," ","dc/fw",2008,4,5,"derived",NA,NA
"compact cars","mercedes-benz","c300",3,6,"auto(l7)","r",13,19,"e",FALSE,FALSE,FALSE,NA,NA,88,12,NA,NA,"e85 320","ems 2mode clkup",2008,4,51,"derived",NA,NA
"compact cars","mercedes-benz","c300",3,6,"auto(l7)","r",18,25,"p",FALSE,FALSE,FALSE,NA,NA,88,12,NA,NA,"gas 440","ems 2mode clkup",2008,4,50,"derived",NA,NA
"compact cars","mercedes-benz","c300",3,6,"manual(m6)","r",18,26,"p",FALSE,FALSE,FALSE,NA,NA,88,12,NA,NA," ","ems 2mode clkup",2008,4,36,"derived",NA,NA
"compact cars","mercedes-benz","c300 4matic",3,6,"auto(l7)","4",17,25,"p",FALSE,FALSE,FALSE,NA,NA,88,12,NA,NA," ","ems 2mode clkup",2008,4,57,"derived",NA,NA
"compact cars","mercedes-benz","c350",3.5,6,"auto(l7)","r",17,25,"p",FALSE,FALSE,FALSE,NA,NA,88,12,NA,NA," ","ems 2mode clkup",2008,4,31,"derived",NA,NA
"compact cars","mercedes-benz","cl550",5.5,8,"auto(l7)","r",14,21,"p",TRUE,FALSE,FALSE,91,14,NA,NA,NA,NA," ","ems 2mode clkup",2008,4,39,"derived",NA,NA
"compact cars","mercedes-benz","cl600",5.5,12,"auto(l5)","r",11,17,"p",TRUE,TRUE,FALSE,91,14,NA,NA,NA,NA," ","ems 2mode clkup",2008,3,33,"derived",NA,NA
"compact cars","mercedes-benz","cl63 amg",6.2,8,"auto(s7)","r",11,18,"p",TRUE,FALSE,FALSE,91,14,NA,NA,NA,NA," ","ems 2mode clkup",2008,3,2,"derived",NA,NA
"compact cars","mercedes-benz","cl65 amg",5.5,12,"auto(s5)","r",11,17,"p",TRUE,TRUE,FALSE,91,14,NA,NA,NA,NA," ","ems 2mode clkup",2008,3,30,"derived",NA,NA
"compact cars","mercedes-benz","cls550",5.5,8,"auto(l7)","r",14,21,"p",TRUE,FALSE,FALSE,NA,NA,93,13,NA,NA," ","ems 2mode clkup",2008,4,38,"derived",NA,NA
"compact cars","mercedes-benz","cls63 amg",6.2,8,"auto(s7)","r",12,18,"p",TRUE,FALSE,FALSE,NA,NA,93,13,NA,NA," ","ems 2mode clkup",2008,4,11,"derived",NA,NA
"compact cars","mitsubishi","lancer",2,4,"auto(av)","f",22,29,"r",FALSE,FALSE,FALSE,NA,NA,93,12,NA,NA,"dohc","vmode vlkup ",2008,4,50,"derived",NA,NA
"compact cars","mitsubishi","lancer",2,4,"manual(m5)","f",21,29,"r",FALSE,FALSE,FALSE,NA,NA,93,12,NA,NA,"dohc","",2008,4,50,"derived",NA,NA
"compact cars","pontiac","g6",2.4,4,"auto(l4)","f",22,30,"r",FALSE,FALSE,FALSE,83,13,95,14,NA,NA," ","clkup ",2008,4,38,"derived",NA,NA
"compact cars","pontiac","g6",3.5,6,"auto(l4)","f",18,29,"r",FALSE,FALSE,FALSE,83,13,95,14,NA,NA," ","clkup ",2008,2,23,"derived",NA,NA
"compact cars","pontiac","g6",3.6,6,"auto(s6)","f",17,26,"r",FALSE,FALSE,FALSE,83,13,95,14,NA,NA," ","2mode clkup ",2008,4,51,"derived",NA,NA
"compact cars","pontiac","g6",3.9,6,"auto(s4)","f",15,22,"r",FALSE,FALSE,FALSE,83,13,95,14,NA,NA," ","clkup ",2008,2,39,"derived",NA,NA
"compact cars","pontiac","g6",3.5,6,"auto(s4)","f",17,26,"r",FALSE,FALSE,FALSE,83,13,95,14,NA,NA," ","clkup ",2008,2,50,"derived",NA,NA
"compact cars","rolls-royce","phantom drophead coupe",6.7,12,"auto(s6)","r",11,18,"p",TRUE,FALSE,FALSE,NA,NA,94,11,NA,NA," ","2mode clkup ",2008,4,67,"derived",NA,NA
"compact cars","saab","9-3 sport sedan",2.8,6,"manual(m6)","f",16,26,"p",FALSE,TRUE,FALSE,NA,NA,90,15,NA,NA," ","",2008,4,74,"derived",NA,NA
